Subject_ID,Skill_Hand,Skill_Computed,Sgm_ID,Dem,GQ_X,GQ_Y,GQ_Z,GQ_RX,GQ_RY,GQ_RZ,avg_F_X,avg_F_Y,avg_F_Z,avg_T_X,avg_T_Y,avg_T_Z,max_F_X,max_F_Y,max_F_Z,max_T_X,max_T_Y,max_T_Z,Pressure_Thumb,Pressure_Index,Pressure_Middle,Pressure_Ring,Pressure_Pinky,Pressure_Palm,max_subsegments,subsegm_X,subsegm_Y,subsegm_Z,avg_VR_Skill,avg_VR_TaskPace,avg_VR_pbCoord,avg_VR_pbGrasp,avg_VR_pbMove,avg_VR_EstimatedFT
24,1,0,2,10,2.8844,1.9782,0.33557,0.090585,0.14025,1.2081,3.2106,3.1341,-1.9562,0.31518,-0.36919,-0.060552,16.962,13.786,0.43551,1.5333,0.025624,0.0037139,1.75,28.5,9.6667,7.0833,5.3125,2.5263,12,5,7,12,2,2,0,1,0,1
24,1,0,2,11,1.6187,0.98325,0.30083,0.10893,0.15539,0.29899,4.3586,4.8944,-0.027058,0.52707,-0.48789,-0.059484,13.345,11.707,3.8021,1.3549,0.029294,0.006813,0.33333,16.917,1.75,1.5,5.375,2.5395,12,5,7,12,2,2,1,0,0,1
24,1,0,2,12,1.3566,1.3029,0.15185,0.023584,0.021616,0.12409,1.6196,2.5576,-0.7147,0.24559,-0.21575,-0.029026,9.8539,10.312,1.2095,1.1904,0.042987,0.017326,0.58333,48.417,50.75,17.5,5.875,7.9333,12,5,7,12,2,2,0,0,0,2
24,1,0,2,13,0.91178,1.1673,0.19988,0.12254,0.13826,0.22069,3.6731,3.1323,-0.51795,0.37531,-0.38542,-0.049053,14.672,11.636,4.7961,1.378,0.019467,0.0020226,0,62.25,17.583,17.667,6.4375,6.4,12,5,7,12,1,2,1,0,1,1
24,1,0,2,14,1.2819,0.80154,0.16559,0.0080489,0.0080931,0.10591,4.6344,3.3775,0.67121,0.36081,-0.51527,-0.070057,20.248,14.724,9.1756,1.725,0.043805,0.0036056,0.91667,62.917,67.083,15.167,5.8125,14.111,12,5,7,12,2,2,0,1,0,2
24,1,0,2,15,0.79561,1.711,0.21426,0.026679,0.026,0.12338,3.3552,2.2465,-0.30695,0.22204,-0.47899,-0.065929,16.825,9.6587,5.1749,1.1713,0.12058,0.021219,1.9167,59.5,81.583,14.5,6.375,12.044,12,5,7,12,2,2,1,1,0,2
24,1,0,2,16,0.66545,1.2229,0.097943,0.016786,0.014509,0.017772,2.9872,2.8843,0.34506,0.29116,-0.42103,-0.06244,17.21,9.1978,4.8935,1.0677,0.059354,0.0101,1.25,100.08,39.167,10,6.125,2.8684,12,5,7,12,2,2,1,0,0,2
24,1,0,2,17,0.65652,3.9187,0.76026,0.0078268,0.0069112,0.0075895,2.1289,2.3162,-0.18768,0.24679,-0.32439,-0.0412,13.965,10.747,4.2658,1.2855,0.072066,0.014194,0.25,42.917,48.833,15.167,6.25,11.8,12,5,7,12,2,2,0,1,0,1
25,1,0,2,1,1.8491,0.18373,1.139,0.019363,0.075455,0.072281,2.8263,3.9332,-0.010357,0.41404,-0.30385,-0.027326,20.551,18.658,2.4478,2.1496,0.065194,0.01905,3.9167,66,49.333,13.5,16.563,3.8026,7,5,7,3,3,2,0,1,0,3
25,1,0,2,2,1.466,0.22635,0.34332,0.028998,0.29021,0.25147,2.5948,2.1654,-2.8457,0.2576,-0.43442,-0.0074956,21.631,10.583,0.97908,1.2745,0.084397,0.0093862,0.25,41.25,46.417,27.833,12,3.8289,7,5,7,3,2,2,0,0,0,2
25,1,0,2,3,2.4408,0.14204,0.80863,0.027962,0.30863,0.26149,1.3516,1.9516,-1.6296,0.22342,-0.21227,-0.010888,17.904,12.219,1.5007,1.4484,0.057197,0.036674,0.25,51.25,87.833,42.333,20.25,3.8421,7,5,7,3,3,2,0,0,0,2
25,1,0,2,4,3.0129,0.116,0.23495,0.12972,0.36257,0.21564,4.8619,2.4671,-2.2966,0.2736,-0.70936,-0.039087,27.045,10.375,1.2847,1.2473,0.075329,0.018388,0.25,75.667,23.583,20.75,11.188,3.7895,7,5,7,3,2,2,0,0,1,1
25,1,0,2,5,1.6227,0.38466,0.55237,0.2564,0.45464,0.31662,5.7051,3.5431,-6.9553,0.43813,-0.69516,-0.0081505,28.986,14.067,0.49428,1.6729,0.043176,0.05234,0.4375,51.75,22.333,14.167,12.75,3.8816,7,5,7,3,2,2,1,1,1,1
25,1,0,2,6,1.778,0.056496,0.26566,0.014991,0.029821,0.1187,4.2459,2.5328,-3.3235,0.29961,-0.55212,-0.026581,27.613,12.16,1.4415,1.5076,0.061644,0.015228,0.25,36.083,17.25,5.6667,9.5625,3.7368,7,5,7,3,2,2,0,1,1,2
25,1,0,2,7,2.9278,0.32841,0.44444,0.0043859,0.0064999,0.011119,5.3642,2.9557,-7.0283,0.34383,-0.68701,-0.038731,30.595,17.143,0.69253,1.9971,0.046946,0.0060051,1.3333,47.917,25.667,9.1667,13.167,3.7895,7,5,7,3,3,2,1,0,0,2
25,1,0,2,8,2.2433,0.1277,0.81424,0.089152,0.88004,0.73502,4.8603,2.2756,-2.8902,0.26828,-0.63598,-0.02989,25.839,11.246,1.1396,1.3868,0.078961,0.0068111,0.66667,39.917,18.5,10.083,10,3.75,7,5,7,3,2,2,0,1,0,2
25,1,0,2,9,0.68799,1.0522,0.36231,0.38874,0.28602,0.46263,4.7522,2.808,-3.694,0.29391,-0.54571,-0.019603,25.279,11.378,0.51134,1.3738,0.065406,0.014408,12.833,88.75,47.417,16.333,22.25,4.2,7,5,7,3,3,2,1,0,0,2
25,1,0,2,10,2.6111,0.082398,0.15771,0.0070823,0.014162,0.0096505,4.8721,3.293,-8.6971,0.42955,-0.70441,-0.070783,24.801,14.53,1.1883,1.7122,0.12243,0.013377,12,104.92,36.917,23,12.833,3.7632,7,5,7,3,2,2,1,0,0,2
25,1,0,2,11,0.23565,1.7414,0.28125,0.0016013,0.0013418,0.0012649,6.9958,1.9676,-7.4492,0.1754,-0.92701,-0.091673,36.994,14.019,0.68928,1.4992,0.054329,0.012892,0.75,73.25,38,26.167,11.583,4.4444,7,5,7,3,3,2,1,0,0,2
25,1,0,2,12,0.10258,0.19027,0.21249,0.0085143,0.0079753,0.0060264,5.8323,3.2819,-4.3677,0.36466,-0.82766,-0.02487,35.154,13.981,1.6799,1.6365,0.092998,0.024478,0.25,95.25,33.75,18,15.25,3.8553,7,5,7,3,3,2,0,1,1,2
27,1,1,2,1,0.4275,0.20586,0.14599,0.42704,0.32641,0.34016,3.4906,2.1548,-3.2834,0.24033,-0.46117,-0.045728,17.188,10.856,1.0641,1.3323,0.063048,0.0056257,0,83.417,15.833,7.1667,10.167,2.9737,1,1,1,1,3,2,0,0,0,2
27,1,1,2,2,1.2026,1.0579,0.37994,0.54735,0.44294,0.74433,4.4045,3.8808,-2.2461,0.42575,-0.58287,-0.022238,18.756,13.788,0.57386,1.6425,0.06385,0.011137,0,17.833,2.5,5.0833,7.25,7.7368,1,1,1,1,3,2,0,0,0,2
27,1,1,2,3,1.9023,0.42186,0.11016,0.94874,0.97779,2.0925,5.4758,1.5532,-2.3134,0.289,-0.65274,-0.063517,22.139,11.564,0.75027,1.4966,0.0068794,0.0019851,0,13.917,1.8333,5.1667,5.75,3.2632,1,1,1,1,3,2,0,0,0,2
27,1,1,2,4,1.2602,0.83943,0.72591,0.2182,0.30801,0.36178,3.4263,3.3598,-3.2167,0.40756,-0.4327,-0.056589,18.83,12.859,0.080239,1.6037,0.10794,0.02292,0.83333,66.5,26,6.6667,9.8333,3.2105,1,1,1,1,3,1,0,0,0,2
27,1,1,2,5,1.6895,1.3505,0.23383,1.3405,1.1559,1.2222,3.5873,2.4015,-2.6517,0.36684,-0.44971,-0.058657,24.544,13.844,0.66773,1.7654,0.053805,0.011546,0,36.083,4.25,3.8333,10.917,2.7632,1,1,1,1,3,2,0,0,0,2
27,1,1,2,6,2.0954,0.25795,0.26901,0.2526,0.41981,0.47441,3.2636,2.3692,-1.2485,0.23527,-0.42618,-0.042757,16.706,12.102,0.96229,1.4204,0.063311,0.0060013,0,62,10.75,4.6667,12.333,3.4079,1,1,1,1,3,2,0,0,0,2
27,1,1,2,7,1.2124,0.084468,1.2285,0.59385,0.75368,0.60278,1.6348,1.5499,-0.80751,0.1641,-0.23918,-0.030919,18.01,10.356,1.259,1.2702,0.074828,0.0036042,0,17.583,1,5.4167,7.6667,2.4342,1,1,1,1,3,2,1,0,0,2
27,1,1,2,8,2.1578,0.53195,0.14313,0.19882,0.20375,0.73137,2.2338,1.3777,-0.86626,0.20156,-0.31179,-0.032123,14.48,7.2327,1.07,1.0848,0.058673,0.00059092,0.25,42.083,8.6667,4.3333,11.917,3.3158,1,1,1,1,3,2,0,0,1,2
27,1,1,2,9,1.3062,0.63786,0.30446,0.10713,0.11159,0.69687,3.4637,1.2301,-2.9293,0.16791,-0.40705,-0.022337,19.879,7.7862,0.57079,1.1118,0.050918,0.005224,0,49.25,4.5833,10.417,13.083,3.5395,1,1,1,1,3,2,0,0,0,2
27,1,1,2,10,0.71105,0.69981,1.6957,1.0656,0.62735,0.54531,3.8378,1.0698,-2.1057,0.15429,-0.42885,-0.01869,19.454,6.3998,1.0415,1.1072,0.07048,0.011492,0,37.083,5.4167,8.6667,9.6667,7.1842,1,1,1,1,3,2,0,0,0,2
27,1,1,2,11,0.63218,0.41444,1.8878,1.706,1.2828,0.86034,3.467,2.0717,-0.52042,0.20583,-0.32636,-0.020144,14.666,10.252,4.0517,1.1955,0.059431,0.0072606,0.1875,30,4.4167,5,11.25,3.3947,1,1,1,1,2,2,0,0,1,1
27,1,1,2,12,0.2259,2.5483,0.31306,1.5225,0.52642,0.97719,4.7806,1.0073,-2.3628,0.12396,-0.52117,-0.041376,25.934,7.2758,2.5333,0.80805,0.10404,0.019631,0.1875,27.833,4.5,4.5833,10,3.7632,1,1,1,1,3,2,1,0,0,2
29,1,0,2,1,0.24533,1.1911,0.14046,0.0037843,0.0036544,0.019319,5.6892,4.1492,-3.9118,0.4698,-0.69714,-0.02064,21.778,12.824,1.5002,1.4892,0.028205,0.051118,0,56.5,8.1667,10.417,6.375,5.0222,16,14,6,16,2,1,0,1,1,2
29,1,0,2,2,0.39606,0.77365,0.75095,0.0027642,0.0027586,0.0032977,4.0142,2.6062,-0.20608,0.2831,-0.46181,-0.045289,15.419,11.657,3.7663,1.364,0.04777,0.0033883,0,78.667,8.6667,11,5.5625,5.2105,16,14,6,16,2,1,0,1,1,2
29,1,0,2,3,0.53243,1.5304,1.3276,0.29817,0.013163,0.012644,4.4381,1.4947,0.95036,0.17484,-0.45986,-0.03379,18.196,9.5095,4.3243,1.0739,0.079525,0.0050579,0.58333,8.8333,3.8333,3.4167,6.5,5.1184,16,14,6,16,2,1,0,1,1,2
29,1,0,2,4,0.95106,1.2103,1.4645,0.8263,0.29943,0.26284,5.1549,2.7833,-0.11846,0.38519,-0.55099,-0.031101,15.833,13.132,3.4079,1.6594,0.018246,0.016393,0.75,1.25,5.6667,12.417,6.5,19,16,14,6,16,3,2,0,0,0,2
29,1,0,2,5,0.71454,1.46,1.3582,0.60017,0.14304,0.12769,6.4724,3.9974,-2.015,0.39204,-0.66932,-0.063471,24.135,13.315,1.4431,1.5013,0.027887,0.0062861,0,1.3333,8.4167,17.083,16.917,29.511,16,14,6,16,2,1,1,1,1,1
29,1,0,2,6,0.53348,0.49348,1.0361,1.0812,0.85291,0.4904,6.6197,3.6625,-1.4073,0.40422,-0.59527,-0.087265,25.438,12.992,5.6572,1.6447,0.045162,0.010766,0,9.1667,5.25,9.3333,6.75,27.778,16,14,6,16,3,2,0,0,0,2
29,1,0,2,7,0.78282,0.48933,0.40109,0.8024,0.83129,0.42104,3.6443,-0.067936,-0.23698,0.12159,-0.33381,-0.02135,20.842,5.064,4.7405,1.0612,0.024945,0.023617,0,98.417,12.75,7.25,6.1875,8.1333,16,14,6,16,3,2,0,0,0,2
29,1,0,2,8,0.32899,0.46781,0.45997,0.20048,0.022404,0.021245,3.4864,1.2388,0.049971,0.17159,-0.4053,-0.02147,18.919,7.034,2.697,0.85072,0.016378,0.0035829,0.1875,9.0833,3.1667,4.4167,5.9375,3.7105,16,14,6,16,2,2,0,0,0,2
29,1,0,2,9,0.61853,1.3253,0.89244,0.34902,0.015089,0.014973,5.155,1.3477,-0.42007,0.15851,-0.52199,-0.032023,20.214,7.3329,0.8187,0.84226,0.011401,0.0084945,0.1875,44.75,4.3333,4.5,6.0625,9.25,16,14,6,16,3,2,0,0,0,2
29,1,0,2,10,0.74827,0.43179,0.71738,0.12128,0.077614,0.026921,3.4692,2.5794,0.55265,0.25924,-0.39568,-0.040294,19.142,8.9159,3.0128,1.0198,0.036833,0.0070353,0,78.417,9.9167,9.75,6.0625,7.6,16,14,6,16,3,2,0,0,0,2
29,1,0,2,11,0.22434,0.50788,0.12013,0.16905,0.1855,0.13844,5.5947,1.5873,-0.63697,0.14464,-0.58421,-0.062143,20.568,5.7406,8.4656,0.65569,0.0388,0.0052098,0,95.5,14.667,10.667,6.375,8.3778,16,14,6,16,2,2,0,1,0,2
29,1,0,2,12,0.64985,0.18824,0.52807,0.5717,0.15166,0.052984,4.3978,1.6016,-0.92979,0.1866,-0.52347,-0.054075,19.956,10.969,6.6687,1.3319,0.02683,0.016396,0,89.583,15.083,14.083,6.5625,6.9111,16,14,6,16,3,1,0,1,0,2
29,1,0,2,13,0.60447,0.37427,0.2898,0.57267,0.13267,0.088891,5.2002,1.0158,1.0162,0.13615,-0.62823,-0.039961,21.498,9.6467,13.266,1.1585,0.010563,0.013514,0.66667,10.917,2.75,4,6.75,4.1316,16,14,6,16,2,1,0,0,1,2
29,1,0,2,14,0.25676,1.3088,0.42666,0.54061,0.023509,0.029075,4.0663,2.0656,-0.59211,0.19236,-0.54718,-0.046518,19.561,7.9254,5.2263,0.9305,0.043971,0.023616,0,78.75,12.833,19,6.4375,8.5778,16,14,6,16,2,2,0,0,1,2
30,0,0,2,1,0.65463,1.4751,0.33114,0.25683,0.2485,0.53454,6.8594,3.4416,-11.315,0.3488,-0.81729,-0.036656,29.291,25.949,2.092,2.937,0.15721,0.22949,0.1875,67.083,65.167,21,18.083,21.778,14,7,8,14,3,2,0,0,0,2
30,0,0,2,2,0.75825,1.8772,0.40914,0.82084,0.19969,0.42068,8.7198,4.5161,-7.5797,0.49656,-1.1671,-0.060827,40.031,24.327,0.70892,2.7878,0.087642,0.0047394,3.4167,81.583,45.333,19.667,10.417,27.311,14,7,8,14,3,2,0,0,0,2
30,0,0,2,3,0.74685,0.23864,1.2441,1.3908,1.3731,0.12327,6.3499,1.0297,-4.66,0.017792,-0.86675,0.012576,27.459,20.238,0.69315,2.264,0.071219,0.31311,1.5833,60.833,23.083,13.833,12.583,11.222,14,7,8,14,3,2,0,0,1,2
30,0,0,2,4,0.46919,1.8642,0.28169,0.13806,0.017997,0.33214,5.0665,-1.1987,-9.6566,-0.19326,-0.73456,0.0028073,19.767,2.4845,0.4661,0.32065,0.097257,0.24638,0.83333,68.083,33.833,16.083,9.1875,23.867,14,7,8,14,2,2,0,1,1,2
30,0,0,2,5,0.39468,2.0987,0.30699,0.073002,0.018513,0.066076,4.691,-0.52385,-7.9289,-0.11158,-0.69491,0.037055,24.318,2.899,0.55893,0.35457,0.077284,0.22091,0,81.833,3.6667,18.5,11.5,15.378,14,7,8,14,3,2,0,0,1,2
30,0,0,2,6,0.55642,0.44352,0.95047,0.55272,0.32991,0.18766,9.1653,1.6798,-9.1286,0.1896,-1.1794,-0.06598,39.803,17.333,0.77707,1.9529,0.080487,0.12701,3.3333,68.917,29.833,8,7.75,13.622,14,7,8,14,3,2,0,0,0,2
30,0,0,2,7,0.36749,1.4023,0.66649,0.28932,0.16902,0.22199,5.9805,2.3101,-7.8798,0.19772,-0.83636,-0.034292,32.246,16.14,0.28297,1.6453,0.019509,0.16633,0.25,65.5,58.417,15.083,7.8333,21.711,14,7,8,14,3,2,0,1,0,2
30,0,0,2,8,0.56153,1.4623,1.0335,0.42505,0.27986,0.19344,7.9019,3.9582,-7.2856,0.4547,-0.93135,-0.076919,29.954,23.516,0.4187,2.7979,0.019645,0.0067347,2.6667,115.5,62.667,26,9.75,23.444,14,7,8,14,3,2,0,0,0,2
30,0,0,2,9,0.74411,0.32294,1.0859,0.74263,1.3209,0.21496,6.4599,3.0177,-6.2318,0.34214,-0.67907,-0.029928,28.486,16.599,0.4277,1.9724,0.041282,0.32888,2.0833,86.25,35.417,12.417,7.8333,12.644,14,7,8,14,2,1,0,1,0,2
30,0,0,2,10,0.60143,0.66621,0.20965,0.5101,0.2359,0.53128,8.902,1.0254,-7.2201,-0.092407,-1.1951,-0.013282,32.402,12.588,0.079939,0.27653,0.032018,0.38706,6.1667,143.42,70.833,18.75,10.417,18.4,14,7,8,14,2,2,0,1,0,2
30,0,0,2,11,0.65448,2.0338,0.30673,0.22201,0.12673,0.52081,7.324,2.1444,-4.8473,0.333,-0.89954,-0.065845,29.573,9.7822,0.21156,2.0388,0.045319,0.065443,0.5,68.583,6.9167,14.25,9.4167,9.2222,14,7,8,14,2,1,1,1,0,2
31,1,0,2,1,0.57531,3.6674,0.98734,0.93265,0.014629,0.016179,3.2952,3.2438,-4.7867,0.38893,-0.41201,-0.041934,20.095,13.675,0.7481,1.8683,0.073288,0.0064297,0.25,60.5,15.583,15.417,12.417,12,5,5,5,5,3,2,0,0,0,2
31,1,0,2,2,0.29642,0.7046,0.21582,0.17987,0.085322,0.04889,4.4009,2.6189,-6.7868,0.37612,-0.51824,-0.029085,21.23,12.245,0.4158,1.7803,0.057019,0.0079147,0.1875,140.08,16.917,14.167,8.4167,15.333,5,5,5,5,3,2,0,0,1,3
31,1,0,2,3,0.69671,2.4898,1.222,1.0266,0.056203,0.094787,4.8064,2.5469,-4.7187,0.26792,-0.5569,-0.043289,17.535,10.507,2.679,1.103,0.025576,0.0028282,0,65.417,30.583,20.667,8.0833,28.756,5,5,5,5,3,2,0,0,0,2
31,1,0,2,4,0.27692,0.37925,0.57755,0.018539,0.016029,0.012322,3.4664,1.8905,-2.6937,0.23958,-0.4093,-0.027138,15.346,10.287,5.6816,1.1961,0.085878,0.0048563,0,83,20.417,17.917,9.5833,16.422,5,5,5,5,2,2,1,1,0,2
31,1,0,2,5,1.954,2.0007,0.52311,0.017756,0.017754,0.025596,7.7885,-0.30438,-2.9093,-0.029517,-0.8139,-0.019067,22.097,6.9569,8.0899,0.95313,0.032491,0.14396,0.1875,4.1667,2.1667,4.4167,7.5833,5.0263,5,5,5,5,3,2,1,0,1,2
31,1,0,2,6,1.0368,1.9354,0.36096,0.14346,0.13021,0.33035,5.5675,2.2233,-5.3203,0.19478,-0.53824,-0.041681,19.892,11.041,1.1926,1.2725,0.0039911,0.00059965,0,48.583,18.417,14,13,11.267,5,5,5,5,3,2,0,0,1,2
31,1,0,2,7,0.95803,1.8159,1.0669,0.026068,0.018913,0.019825,4.3722,1.1609,-3.6912,0.088239,-0.49972,-0.030128,15.317,5.5787,7.4931,0.69994,0.019964,0.048507,0.1875,31.917,9.75,6.9167,11.667,6.75,5,5,5,5,2,2,1,0,1,2
31,1,0,2,8,0.31371,0.96869,0.31891,0.026251,0.028202,0.068543,4.2325,1.9813,-4.3215,0.20796,-0.42928,-0.018976,19.782,11.058,5.6139,1.1603,0.047647,0.031052,0.1875,159.75,22.417,17.083,18.083,29,5,5,5,5,3,2,1,0,1,2
31,1,0,2,9,0.67954,0.57904,1.1471,1.7346,0.05768,0.034664,7.8424,1.8091,-0.88177,0.21793,-0.92636,-0.051606,26.629,9.4553,6.6067,1.0817,0.0058985,0.0076054,3.5,17,7.25,5.6667,13,5.9342,5,5,5,5,3,2,0,0,0,2
32,0,1,2,1,0.26486,0.81827,0.60328,0.00087382,0.00086747,0.00080766,4.212,0.7712,-0.6168,0.073472,-0.49803,-0.040065,20.844,4.7637,2.2734,0.5529,0.032358,0.0047986,0,117.5,13.5,8.3333,4.875,31.578,1,1,1,1,2,2,1,1,1,2
32,0,1,2,2,0.4846,1.3017,0.52822,0.97937,0.093593,0.08035,0.97606,-1.1364,2.7149,-0.14905,-0.14399,-0.023496,15.126,2.0166,3.4796,0.20085,0.19281,0.0072268,0,10.333,8.8333,14.5,5.8333,13.237,1,1,1,1,4,3,0,0,0,2
32,0,1,2,3,0.019734,1.5632,0.11808,0.00095158,0.000203,0.00023852,1.6433,0.5202,-0.66475,0.051277,-0.16145,-0.019158,8.6531,5.2998,0.48098,0.63595,0.021175,0.0021298,0,122,21.5,7.1667,4.3333,37.867,1,1,1,1,3,2,0,0,0,2
32,0,1,2,4,0.13562,1.3582,0.22513,0.018536,0.0023146,0.0024431,3.6256,2.0692,-0.61363,0.10461,-0.44571,-0.032547,19.629,13.083,1.2672,0.72312,0.062237,0.013518,0,66.5,12.75,6,4.25,16.133,1,1,1,1,3,2,0,0,0,2
32,0,1,2,5,0.33784,0.58724,0.2198,0.0088621,0.0081444,0.010014,5.5245,-0.10565,-2.0501,0.27611,-0.48597,-0.040165,21.846,6.0653,2.2747,1.7519,0.016281,0.10782,0,123.42,15.667,11.917,3.9167,37.156,1,1,1,1,3,2,0,1,0,2
32,0,1,2,6,0.71062,0.55293,1.2823,3.1461e-05,6.5262e-05,3.1271e-05,1.5453,1.3643,-0.26265,0.14564,-0.16258,-0.01286,13.842,9.772,0.84593,1.1333,0.047028,0.0039321,0,123.25,13.583,11.583,5.4167,43.978,1,1,1,1,2,2,0,0,0,1
32,0,1,2,7,0.72894,1.3745,1.4534,0.080836,0.071909,0.071267,1.6785,1.4038,-1.4232,0.161,-0.24623,-0.016382,14.04,10.211,0.3625,1.2814,0.069203,0.0070524,0,15.583,5.5833,14.917,5.1667,16.889,1,1,1,1,3,2,0,0,0,2
32,0,1,2,8,0.77224,1.5929,2.0994,0.0051252,0.0047093,0.0045609,4.0195,2.7003,-2.1314,0.30074,-0.4376,-0.037456,14.882,10.714,0.58374,1.2824,0.057695,0.0035913,0,61.083,7.25,17.833,4.3333,23.733,1,1,1,1,2,2,0,1,0,2
32,0,1,2,9,1.9019,0.38723,1.381,0.0039172,0.0039697,0.0038736,-5.2086,-2.0994,2.1142,-0.21344,0.69006,0.061531,7.7847,3.3637,4.209,0.42068,0.93396,0.087509,0,43.667,10.333,15.25,3.6875,19.467,1,1,1,1,2,2,0,1,1,2
32,0,1,2,10,0.76764,0.34842,1.3015,0.10663,1.251,0.10976,1.1377,0.94493,-0.92316,0.15128,-0.11614,-0.01583,8.8441,6.6947,0.77347,1.0032,0.047357,0.0040607,0,13.438,8.8333,11.667,5,17.244,1,1,1,1,2,3,0,1,0,1
33,1,0,2,1,1.1844,1.5846,0.43101,0.93748,0.13224,1.3397,3.7968,3.0487,-6.0153,0.32615,-0.40644,-0.020238,15.622,14.762,0.55619,1.5995,0.037302,0.013962,0,43.167,13.333,2.3333,10.833,12.444,5,5,3,5,3,2,1,0,0,2
33,1,0,2,2,0.79323,2.9241,0.49808,0.56384,0.092077,0.942,5.5258,1.8342,-5.2174,0.18246,-0.67637,-0.02519,28.06,7.2123,0.5112,0.92741,0.049114,0.054524,0,22.833,9.6667,15.333,4.8333,6.1053,5,5,3,5,2,2,0,1,0,2
33,1,0,2,3,0.79143,2.8721,0.43039,0.38282,0.026945,0.3671,5.9435,2.5506,-5,0.26679,-0.66339,-0.044012,31.504,16.763,1.0242,1.9786,0.069265,0.006481,1.25,39.167,33,14.167,5.125,12.889,5,5,3,5,2,2,0,0,1,2
33,1,0,2,4,1.2173,1.918,0.39354,0.094911,0.043931,0.45001,3.1487,0.38669,-0.47756,0.0077741,-0.44475,-0.004632,17.564,3.5293,2.7619,0.38112,0.063206,0.014442,0,26.5,36.167,14,11.688,10.267,5,5,3,5,2,2,0,0,1,2
33,1,0,2,5,1.0671,2.7468,0.89012,0.64812,0.085774,0.12288,6.2972,1.0324,-1.9476,0.12336,-0.79745,-0.030209,22.509,8.7544,8.8612,1.0524,0.062237,0.0036996,0.5,55.167,13.583,13,12.688,6.2763,5,5,3,5,3,2,0,0,1,2
33,1,0,2,6,2.317,3.0662,0.87491,0.10918,0.37674,0.39567,5.2829,-0.52609,-3.4329,-0.040844,-0.75431,-0.058604,22.776,7.1737,0.2678,0.8612,0.044685,0.00059396,0,42.833,15.333,9.8333,5.375,6.3333,5,5,3,5,3,2,0,0,0,2
33,1,0,2,7,0.56841,0.99119,2.3481,0.28993,0.1772,0.13773,4.2963,1.4805,-3.2616,0.18321,-0.4475,-0.051269,25.227,12.319,1.5645,1.5215,0.043061,0.0019491,0,13.25,8.6667,13.583,9.6667,6.0658,5,5,3,5,2,2,1,0,0,2
33,1,0,2,8,0.41895,1.5193,1.667,0.7646,0.018603,0.017836,6.1272,2.0787,-3.7737,0.27985,-0.70693,-0.051242,20.889,8.18,9.9678,0.95467,0.064255,0.0033045,8.5,82.75,82.333,12.417,29.667,31.378,5,5,3,5,2,2,1,0,1,2
33,1,0,2,9,1.4307,1.0824,2.1493,0.017438,0.017317,0.016085,7.0043,1.0546,-3.8032,0.10849,-0.83008,-0.098564,27.898,5.7477,0.4916,0.53308,0.087545,0.0021059,10.5,52.417,37.25,15.417,23.583,14.311,5,5,3,5,3,2,0,0,0,3
33,1,0,2,10,0.19004,0.15769,1.6247,0.21199,0.021105,0.0050737,6.1321,1.9275,-4.2322,0.19447,-0.74544,-0.07274,27.034,9.7013,0.27056,1.1203,0.07639,0.0023184,8.75,28.583,77,7.9167,10,31.133,5,5,3,5,3,2,0,0,0,2
33,1,0,2,11,0.62557,1.1097,1.0731,0.00018195,0.00017984,0.00018041,7.9728,1.3781,-3.4827,0.11987,-1.0191,-0.091648,31.651,12.797,2.6992,1.3543,0.1132,0.0052555,4.6667,67.083,74.833,14.167,10.75,40.756,5,5,3,5,3,2,0,0,1,2
33,1,0,2,12,0.40823,0.64335,2.0598,0.33017,0.57987,0.029017,5.9142,0.45333,-1.5669,0.041127,-0.7323,-0.05692,27.759,4.3132,8.0193,0.46246,0.10835,0.0012031,0.25,2.9375,9.6667,2.8333,7.0833,5.6889,5,5,3,5,3,2,0,0,0,3
33,1,0,2,13,0.22116,0.34305,1.1868,2.3081,0.63585,0.038286,6.9206,-1.0441,-3.9238,0.0089487,-0.83586,-0.074794,29.122,0.88445,0.63652,0.70053,0.076934,0.0016849,0,8.1667,5.4167,2.9167,8.4167,4.5395,5,5,3,5,3,2,0,0,0,2
33,1,0,2,14,0.95747,1.4062,1.9137,0.18448,0.14133,0.13007,5.4336,0.19692,-0.97409,-0.0041867,-0.65509,-0.065909,21.698,5.8998,7.0526,0.58614,0.088083,0.0052723,0,38,7,12.667,11.625,5.6316,5,5,3,5,3,2,0,0,0,2
33,1,0,2,15,0.77393,0.9669,2.9232,0.76316,0.81213,0.49475,4.4302,0.5977,-0.77061,0.055006,-0.72869,-0.098615,27.827,6.3259,5.0769,0.78897,0.075286,0.0042359,0.58333,25.333,6,15.5,11.313,5.8816,5,5,3,5,3,2,0,0,1,2
34,0,0,2,1,1.3013,0.21368,0.16946,0.14706,0.22531,1.0516,2.2102,0.94241,0.63334,0.10038,-0.26332,-0.026984,11.034,3.1697,4.0114,0.36601,0.035248,0.0050433,0.3125,46.417,5.6667,7.5,5.1875,6.3111,12,12,10,6,2,2,0,0,0,1
34,0,0,2,2,1.5599,0.25982,0.1063,0.060505,0.11674,1.0121,5.0531,1.8251,-0.60958,0.1751,-0.72314,-0.072243,18.009,5.7449,1.4402,0.6652,0.04373,0.0038855,0.33333,16.417,6.3333,6,6.125,5.3333,12,12,10,6,2,1,0,1,1,1
